STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
24,005,400600,3058,+39.279486,-076.716806
24,005,400701,3037,+39.284305,-076.723602
24,005,400702,2033,+39.287538,-076.715778
24,005,400800,3098,+39.279489,-076.735333
24,005,400900,2132,+39.278959,-076.748045
24,005,401000,2325,+39.272845,-076.743034
24,005,401101,6773,+39.298713,-076.733293
24,005,401102,955,+39.310297,-076.725265
24,005,401200,3138,+39.318338,-076.717640
24,005,401301,3872,+39.296171,-076.721808
24,005,401302,2565,+39.294246,-076.716371
24,005,401400,1630,+39.269375,-076.764556
24,005,401503,6732,+39.278327,-076.771461
24,005,401504,6272,+39.297056,-076.764560
24,005,401505,4111,+39.294597,-076.748140
24,005,401506,5230,+39.312178,-076.778336
24,005,401507,6058,+39.312137,-076.760789
24,005,402201,3193,+39.383627,-076.849452
24,005,402202,1593,+39.331150,-076.827289
24,005,402302,5305,+39.353373,-076.776356
24,005,402303,6849,+39.345799,-076.754551
24,005,402304,3609,+39.341469,-076.737378
24,005,402305,2055,+39.355566,-076.737461
24,005,402306,4025,+39.362179,-076.767553
24,005,402307,6364,+39.359865,-076.754247
24,005,402403,2028,+39.332300,-076.717812
24,005,402404,5239,+39.331475,-076.731271
24,005,402405,3407,+39.323763,-076.736326
24,005,402407,1433,+39.333245,-076.765880
24,005,402408,2815,+39.326058,-076.767134
24,005,402409,3831,+39.330618,-076.762913
24,005,402503,5104,+39.364369,-076.799886
24,005,402504,4458,+39.367591,-076.823034
24,005,402505,3485,+39.381915,-076.813295
24,005,402506,4276,+39.376061,-076.798382
24,005,402510,5586,+39.395068,-076.791244
24,005,402511,4851,+39.393904,-076.803577
24,005,402602,2014,+39.367943,-076.780264
24,005,402603,6049,+39.382484,-076.778644
24,005,402604,5988,+39.372599,-076.769211
24,005,403100,2413,+39.355015,-076.734151
24,005,403201,3070,+39.353996,-076.720912
24,005,403202,2278,+39.343278,-076.718313
24,005,403300,2424,+39.366463,-076.735889
24,005,403401,3356,+39.375810,-076.731551
24,005,403402,5250,+39.363051,-076.715922
24,005,403500,5949,+39.376128,-076.694609
24,005,403601,4951,+39.383628,-076.673968
24,005,403602,5969,+39.377827,-076.666830
24,005,403702,5476,+39.395856,-076.756165
24,005,403703,2508,+39.392459,-076.732721
24,005,403704,4578,+39.407395,-076.749289
24,005,403801,1678,+39.429792,-076.714354
24,005,403802,2971,+39.400726,-076.704421
24,005,403803,3652,+39.388911,-076.697649
24,005,404101,7434,+39.416939,-076.813618
24,005,404102,5579,+39.424800,-076.796278
24,005,404201,5887,+39.442163,-076.795193
24,005,404202,8641,+39.427574,-076.782107
24,005,404402,6333,+39.464349,-076.796710
24,005,404403,5202,+39.444983,-076.819676
24,005,404404,4854,+39.466699,-076.825722
24,005,404501,6815,+39.458130,-076.811121
24,005,404502,4064,+39.446641,-076.804474
24,005,404600,2620,+39.515767,-076.827425
24,005,404800,2057,+39.454086,-076.855915
24,005,404900,4681,+39.455991,-076.760577
24,005,405000,4587,+39.593250,-076.775955
24,005,406000,5762,+39.673290,-076.720364
24,005,407001,3327,+39.599406,-076.669977
24,005,407002,5532,+39.670633,-076.631718
24,005,408100,6314,+39.523059,-076.640627
24,005,408200,1955,+39.526294,-076.696694
24,005,408302,2873,+39.444468,-076.673467
24,005,408303,3496,+39.467432,-076.715987
24,005,408304,4732,+39.465244,-076.672327
24,005,408400,1309,+39.496412,-076.657990
24,005,408502,5765,+39.464336,-076.601174
24,005,408503,3812,+39.466434,-076.632898
24,005,408505,3973,+39.451824,-076.619372
24,005,408506,4981,+39.468958,-076.612299
24,005,408507,6416,+39.466758,-076.620706
24,005,408601,4035,+39.439484,-076.615463
24,005,408602,2162,+39.426763,-076.612598
24,005,408702,2477,+39.415582,-076.643852
24,005,408703,6350,+39.446450,-076.647891
24,005,408704,5851,+39.428504,-076.648486
24,005,408800,2452,+39.424230,-076.629670
24,005,408900,2878,+39.485000,-076.630315
24,005,410100,6095,+39.540372,-076.590487
24,005,410200,5175,+39.506861,-076.541916
24,005,411101,2206,+39.454205,-076.436090
24,005,411102,3059,+39.441612,-076.406020
24,005,411201,3262,+39.491653,-076.478084
24,005,411202,3853,+39.457470,-076.517221
24,005,411302,4675,+39.397123,-076.416556
24,005,411303,6415,+39.399666,-076.470187
24,005,411306,5906,+39.385203,-076.481820
24,005,411307,3730,+39.382321,-076.461148
24,005,411308,4021,+39.393577,-076.455939
24,005,411309,9486,+39.408681,-076.440314
24,005,411404,3738,+39.401053,-076.508495
24,005,411406,4340,+39.415625,-076.470216
24,005,411408,4041,+39.391635,-076.496257
24,005,411409,5343,+39.414382,-076.488750
24,005,411410,4548,+39.402230,-076.488894
24,005,411411,3655,+39.387554,-076.516875
24,005,411412,3702,+39.384660,-076.505973
24,005,411413,2473,+39.392648,-076.507820
24,005,420100,3468,+39.277541,-076.497248
24,005,420200,3217,+39.259179,-076.502415
24,005,420301,2251,+39.275740,-076.484401
24,005,420302,2828,+39.269714,-076.488092
24,005,420303,1319,+39.266261,-076.487728
24,005,420401,6679,+39.259671,-076.490751
24,005,420402,2190,+39.262032,-076.488024
24,005,420500,4054,+39.289057,-076.526206
24,005,420600,4835,+39.285388,-076.511065
24,005,420701,3313,+39.275231,-076.511918
24,005,420702,2285,+39.276439,-076.525789
24,005,420800,3633,+39.269260,-076.516574
24,005,420900,3973,+39.262738,-076.522029
24,005,421000,2138,+39.260490,-076.527393
24,005,421101,3276,+39.255119,-076.516398
24,005,421102,2646,+39.249469,-076.515108
24,005,421200,1861,+39.249680,-076.505185
24,005,430101,4898,+39.238475,-076.645336
24,005,430104,2842,+39.237425,-076.637411
24,005,430200,3000,+39.248389,-076.658076
24,005,430300,5998,+39.238883,-076.655835
24,005,430400,4398,+39.244270,-076.681071
24,005,430600,2690,+39.230246,-076.701101
24,005,430700,5116,+39.241120,-076.702417
24,005,430800,3749,+39.253796,-076.699512
24,005,430900,5702,+39.262642,-076.695017
24,005,440100,4458,+39.378331,-076.531695
24,005,440200,2689,+39.366696,-076.524895
24,005,440300,2258,+39.376792,-076.514062
24,005,440400,5440,+39.349855,-076.523346
24,005,440500,3382,+39.358677,-076.513264
24,005,440600,2396,+39.372094,-076.485127
24,005,440701,7268,+39.348471,-076.481150
24,005,440702,5178,+39.361652,-076.464591
24,005,440800,3348,+39.361373,-076.498318
24,005,440900,3754,+39.341415,-076.502102
24,005,441000,3794,+39.333486,-076.525358
24,005,441101,2462,+39.333706,-076.506783
24,005,441102,4860,+39.324564,-076.520069
24,005,450100,3988,+39.319278,-076.504574
24,005,450200,3415,+39.312279,-076.481402
24,005,450300,3659,+39.317283,-076.468092
24,005,450400,2490,+39.304803,-076.473672
