Tract Code,State,County,Latitude,Longitude,Total Cash Rent,Total Cash Rent MG,Less than $100,Less than $100 MG,$100 to $149,$100 to $149 MG,$150 to $199,$150 to $199 MG,$200 to $249,$200 to $249 MG,$250 to $299,$250 to $299 MG,$300 to $349,$300 to $349 MG,$350 to $399,$350 to $399 MG,$400 to $449,$400 to $449 MG,$450 to $499,$450 to $499 MG,$500 to $549,$500 to $549 MG,$550 to $599,$550 to $599 MG,$600 to $649,$600 to $649 MG,$650 to $699,$650 to $699 MG,$700 to $749,$700 to $749 MG,$750 to $799,$750 to $799 MG,$800 to $899,$800 to $899 MG,$900 to $999,$900 to $999 MG,"$1,000 to $1,249","$1,000 to $1,249 MG","$1,250 to $1,499","$1,250 to $1,499 MG","$1,500 to $1,999","$1,500 to $1,999 MG","$2,000 to $2,499","$2,000 to $2,499 MG","$2,500 to $2,999","$2,500 to $2,999 MG","$3,000 to $3,499","$3,000 to $3,499 MG","$3,500 or more","$3,500 or more MG",No Cash Rent,No Cash Rent MG
383600,Massachusetts,Middlesex County,42.304316,-71.415655,709,182,0,19,0,19,0,19,0,19,46,54,0,19,0,19,0,19,0,19,0,19,0,19,0,19,29,49,0,19,0,19,20,32,57,90,0,19,57,66,301,131,143,92,0,19,56,59,0,19,0,19
383700,Massachusetts,Middlesex County,42.317733,-71.398426,602,229,0,19,0,19,0,19,0,19,0,19,18,29,20,31,55,83,50,80,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,19,31,0,19,128,112,312,216,0,19,0,19,0,19,52,61
383800,Massachusetts,Middlesex County,42.32942,-71.40559,462,160,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,19,32,0,19,50,72,61,50,151,89,92,76,11,18,35,44,43,45,35,53
383902,Massachusetts,Middlesex County,42.316463,-71.461703,81,60,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,14,16,0,19,0,19,37,50,20,32,0,19,10,15,31,31
383903,Massachusetts,Middlesex County,42.31833,-71.430362,9,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,9,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
383904,Massachusetts,Middlesex County,42.337812,-71.437594,595,167,19,30,0,14,114,120,0,14,33,39,0,14,0,14,0,14,29,39,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,40,46,65,45,114,72,64,63,7,12,110,79,17,28
384003,Massachusetts,Middlesex County,42.289817,-71.463198,1687,223,0,19,0,19,56,94,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,21,34,708,218,721,215,181,178,0,19,0,19,18,29
384004,Massachusetts,Middlesex County,42.300284,-71.456092,113,57,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,11,14,15,75,51,17,20,0,14,0,14,0,14,0,14
385101,Massachusetts,Middlesex County,42.254843,-71.486329,503,238,0,14,0,14,0,14,12,18,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,32,49,0,14,0,14,0,14,0,14,0,14,0,14,106,66,272,224,67,58,14,21,15,23
385102,Massachusetts,Middlesex County,42.269412,-71.475361,480,194,0,14,0,14,0,14,0,14,0,14,0,14,0,14,33,37,0,14,0,14,10,16,16,20,0,14,106,136,0,14,0,14,0,14,62,64,94,64,77,55,72,119,0,14,0,14,10,19,0,14
385201,Massachusetts,Middlesex County,42.244038,-71.463976,289,105,0,14,0,14,12,20,0,14,9,15,0,14,0,14,24,29,0,14,0,14,0,14,0,14,0,14,14,21,0,14,0,14,0,14,11,19,25,29,80,63,101,72,0,14,13,21,0,14,8,14
385203,Massachusetts,Middlesex County,42.244621,-71.434545,299,203,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,15,24,12,19,37,33,33,54,18,32,153,182,31,36,0,14,12,20
385204,Massachusetts,Middlesex County,42.256652,-71.446834,234,62,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,14,22,0,14,141,82,8,14,2,13,69,73,0,14,12,21
386100,Massachusetts,Middlesex County,42.233719,-71.378337,161,79,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,57,54,20,25,27,41,36,53,0,14,10,17,11,17,0,14
387100,Massachusetts,Middlesex County,42.192246,-71.419121,356,156,0,14,0,14,0,14,9,16,10,15,0,14,0,14,14,21,13,23,33,52,0,14,12,19,0,14,12,19,0,14,16,24,0,14,0,14,12,19,182,153,14,23,24,36,5,9,0,14,0,14
387201,Massachusetts,Middlesex County,42.217128,-71.433145,291,170,20,33,0,19,0,19,19,30,0,19,35,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,22,36,123,147,72,66,0,19,0,19,0,19,0,19,23,27
387202,Massachusetts,Middlesex County,42.192246,-71.465365,77,51,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,9,15,0,14,29,35,10,15,23,35,6,9,0,14,0,14,0,14,0,14
388100,Massachusetts,Middlesex County,42.486185,-71.517674,496,151,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,6,9,0,19,0,19,0,19,18,30,0,19,5,10,100,57,41,34,134,104,73,69,41,58,68,53,10,16,6,9
388200,Massachusetts,Middlesex County,42.557172,-71.647528,426,162,0,19,0,19,0,19,0,19,27,42,60,93,0,19,0,19,20,33,0,19,0,19,0,19,0,19,0,19,0,19,16,25,60,83,59,95,63,106,55,48,56,41,10,17,0,19,0,19,0,19
388300,Massachusetts,Middlesex County,42.650144,-71.318998,1754,235,58,63,17,31,51,58,0,19,158,77,162,114,0,19,98,59,199,149,13,23,260,117,46,46,39,41,163,119,129,94,0,19,8,16,107,71,79,57,77,84,78,61,12,15,0,19,0,19,0,19
980000,Massachusetts,Middlesex County,42.409915,-71.48188,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
200,Florida,Leon County,26.170065,-81.794961,1413,277,0,15,0,15,0,15,14,22,21,37,81,95,84,117,0,15,0,15,0,15,28,35,16,25,151,110,139,104,13,22,233,123,115,89,242,137,72,62,114,113,90,85,0,15,0,15,0,15,93,98
301,Florida,Leon County,29.667339,-82.333034,315,54,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,7,10,0,15,0,15,0,15,0,15,21,32,6,9,107,47,105,47,50,30,19,17,0,15,0,15,0,15,0,15,0,15
302,Florida,Leon County,29.684488,-82.333262,212,82,9,17,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,5,9,35,39,13,21,24,29,7,11,50,47,34,31,35,44,0,15,0,15,0,15,0,15,9,14
303,Florida,Leon County,26.671823,-81.828214,1713,240,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,29,40,21,37,73,64,25,36,197,119,626,177,615,262,103,75,24,38,0,15,0,15,0,15,0,15,10,16
