Tract Code,State,County,Latitude,Longitude,Total Cash Rent,Total Cash Rent MG,Less than $100,Less than $100 MG,$100 to $149,$100 to $149 MG,$150 to $199,$150 to $199 MG,$200 to $249,$200 to $249 MG,$250 to $299,$250 to $299 MG,$300 to $349,$300 to $349 MG,$350 to $399,$350 to $399 MG,$400 to $449,$400 to $449 MG,$450 to $499,$450 to $499 MG,$500 to $549,$500 to $549 MG,$550 to $599,$550 to $599 MG,$600 to $649,$600 to $649 MG,$650 to $699,$650 to $699 MG,$700 to $749,$700 to $749 MG,$750 to $799,$750 to $799 MG,$800 to $899,$800 to $899 MG,$900 to $999,$900 to $999 MG,"$1,000 to $1,249","$1,000 to $1,249 MG","$1,250 to $1,499","$1,250 to $1,499 MG","$1,500 to $1,999","$1,500 to $1,999 MG","$2,000 to $2,499","$2,000 to $2,499 MG","$2,500 to $2,999","$2,500 to $2,999 MG","$3,000 to $3,499","$3,000 to $3,499 MG","$3,500 or more","$3,500 or more MG",No Cash Rent,No Cash Rent MG
701,Montana,Gallatin County,45.682919,-111.04125,1223,289,19,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,25,27,0,11,0,11,11,18,10,16,8,12,62,54,44,39,29,20,451,229,174,90,230,124,109,75,10,15,16,25,25,28,0,11
703,Montana,Gallatin County,45.675739,-111.083329,528,117,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,13,0,11,0,11,0,11,31,47,0,11,33,40,20,27,127,72,138,72,138,71,33,36,0,11,0,11,0,11,4,9
704,Montana,Gallatin County,45.682106,-111.078542,841,209,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,11,107,100,0,11,27,29,151,103,313,157,79,63,109,75,48,70,0,11,24,27
800,Montana,Gallatin County,47.5001,-111.286067,711,138,0,11,26,41,0,11,13,21,0,11,0,11,0,11,0,11,0,11,0,11,36,32,0,11,48,40,11,17,17,27,18,21,84,61,115,89,133,68,141,86,51,45,18,27,0,11,0,11,13,20
900,Montana,Gallatin County,47.499485,-111.273991,1574,221,0,11,0,11,0,11,0,11,9,16,16,21,9,14,0,11,0,11,21,26,28,30,0,11,6,9,16,18,16,18,148,92,121,79,286,137,351,104,365,137,121,85,14,22,26,40,21,28,59,41
1001,Montana,Gallatin County,45.647446,-111.039768,74,49,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,12,17,20,35,38,0,11,0,11,16,23,8,13
1002,Montana,Gallatin County,45.66596,-111.02026,1010,202,0,15,0,15,0,15,0,15,0,15,18,30,0,15,0,15,0,15,56,55,0,15,0,15,0,15,28,43,102,89,46,36,105,113,126,67,89,74,171,93,141,141,44,54,44,42,40,32,59,56
1101,Montana,Gallatin County,48.191281,-114.324198,1081,206,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,7,11,0,15,10,16,0,15,158,111,65,60,110,53,86,50,230,146,148,79,132,101,65,42,0,15,17,16,0,15,53,47,76,46
1102,Montana,Gallatin County,48.189682,-114.306692,1132,213,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,10,16,14,22,13,20,0,15,0,15,42,42,50,44,0,15,104,72,223,148,296,187,192,126,0,15,57,62,131,104,25,41
1200,Montana,Gallatin County,45.620126,-111.184678,433,165,0,11,0,11,0,11,0,11,0,11,9,16,0,11,0,11,0,11,0,11,7,7,24,31,4,4,19,25,16,26,118,126,39,37,87,79,32,43,68,59,8,11,0,11,2,4,0,11,69,45
1500,Montana,Gallatin County,44.703267,-111.134414,235,87,21,27,0,11,0,11,0,11,0,11,0,11,0,11,31,31,0,11,0,11,17,29,0,11,0,11,22,36,0,11,0,11,0,11,132,80,0,11,0,11,12,20,0,11,0,11,0,11,42,55
1600,Montana,Gallatin County,47.507509,-111.328556,246,107,0,11,0,11,0,11,0,11,0,11,0,11,14,21,41,53,8,12,0,11,10,15,0,11,0,11,0,11,0,11,0,11,0,11,34,53,24,27,78,64,13,19,24,39,0,11,0,11,0,11
1700,Montana,Gallatin County,47.503162,-111.35282,243,98,0,11,0,11,0,11,0,11,0,11,0,11,3,4,0,11,0,11,3,4,1,2,0,11,0,11,12,9,23,29,6,6,66,51,37,23,52,68,6,6,23,30,11,12,0,11,0,11,46,28
10016,California,San Luis Obispo County,34.43616,-117.349926,509,205,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,34,55,10,16,0,19,10,15,0,19,0,19,0,19,0,19,11,18,71,80,0,19,190,120,129,102,40,46,0,19,14,22,27,43
10017,California,San Luis Obispo County,32.57456,-117.03092,287,136,0,14,0,14,0,14,14,19,0,14,0,14,0,14,0,14,0,14,0,14,0,14,42,57,0,14,0,14,42,51,0,14,0,14,8,14,61,64,71,69,49,46,0,14,0,14,0,14,10,16
10101,California,San Luis Obispo County,39.752921,-122.191086,213,87,0,14,0,14,14,19,0,14,0,14,0,14,0,14,0,14,10,17,0,14,0,14,0,14,0,14,0,14,0,14,0,14,15,19,15,21,0,14,37,36,53,49,0,14,50,47,19,27,27,22
10103,California,San Luis Obispo County,32.582232,-117.097716,925,276,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,12,18,0,14,10,16,0,14,0,14,27,42,43,47,227,144,218,131,223,182,96,77,23,36,0,14,46,73,0,14
10104,California,San Luis Obispo County,32.57023,-117.097395,738,168,0,14,0,14,17,25,21,26,29,34,0,14,0,14,10,16,0,14,0,14,0,14,0,14,8,15,0,14,0,14,58,57,39,46,105,71,154,102,264,128,18,29,15,30,0,14,0,14,18,29
10202,California,San Luis Obispo County,36.842802,-121.685223,569,181,20,22,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,90,75,125,93,100,84,205,106,29,35,0,19,0,19,20,36
10204,California,San Luis Obispo County,35.608174,-120.669092,957,209,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,18,28,0,19,23,35,0,19,0,19,0,19,53,65,53,83,513,185,255,144,42,45,0,19,0,19,37,46
10205,California,San Luis Obispo County,35.621116,-120.671619,682,204,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,12,19,0,19,27,42,0,19,0,19,0,19,17,29,0,19,8,14,31,35,71,69,57,55,414,203,45,56,0,19,0,19,10,17
10206,California,San Luis Obispo County,35.635356,-120.67083,229,96,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,20,30,0,14,0,14,97,60,33,36,9,17,70,60,0,14,0,14
10207,California,San Luis Obispo County,35.638716,-120.65806,273,135,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,27,51,0,14,0,14,22,28,8,14,60,52,119,99,37,41,0,14,27,38
10301,California,San Luis Obispo County,35.613478,-120.457988,180,81,0,14,0,14,0,14,0,14,0,14,13,21,0,14,0,14,0,14,0,14,30,28,0,14,0,14,0,14,0,14,0,14,43,60,13,21,0,14,36,38,11,18,18,28,0,14,16,26,25,18
10302,California,San Luis Obispo County,35.595276,-120.6239,69,46,0,14,0,14,0,14,6,11,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,27,31,12,18,9,15,0,14,15,24,0,14,0,14,0,14,0,14,0,14
10303,California,San Luis Obispo County,35.694764,-120.589495,244,109,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,5,42,39,2,4,60,55,42,45,95,93,0,14,0,14,19,19
10403,California,San Luis Obispo County,35.550964,-121.086273,408,171,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,7,0,14,0,14,0,14,0,14,8,12,0,14,70,60,135,116,27,37,105,81,26,41,32,37,11,19
10404,California,San Luis Obispo County,35.565096,-121.09174,219,84,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,14,0,14,0,14,0,14,0,14,7,14,44,26,56,72,42,26,29,26,33,21,0,14,0,14,5,8
10504,California,San Luis Obispo County,40.94433,-124.117644,518,140,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,16,25,41,60,12,19,135,95,118,73,69,72,47,31,64,55,16,23,0,14,43,34
10505,California,San Luis Obispo County,36.728596,-121.650746,509,162,0,14,0,14,0,14,0,14,24,41,0,14,0,14,0,14,0,14,9,15,0,14,0,14,0,14,0,14,16,26,15,24,12,19,86,86,0,14,212,112,30,33,85,82,12,19,8,15,18,30
10506,California,San Luis Obispo County,36.725295,-121.65452,242,82,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,28,30,28,35,87,54,82,33,3,8,0,14,14,21,52,40
10602,California,San Luis Obispo County,39.462288,-123.389595,830,167,18,28,0,14,0,14,0,14,13,22,15,25,0,14,0,14,0,14,0,14,0,14,19,15,0,14,0,14,21,31,24,28,25,31,62,45,177,91,289,118,120,82,24,26,0,14,23,26,36,35
10603,California,San Luis Obispo County,36.705967,-121.613483,281,85,0,14,0,14,0,14,0,14,0,14,29,46,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,9,14,0,14,5,9,19,20,46,37,94,51,63,42,0,14,16,17,0,14,34,42
10701,California,San Luis Obispo County,40.729661,-124.192958,539,118,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,12,0,14,11,18,0,14,6,11,0,14,0,14,0,14,0,14,61,47,78,58,270,102,63,40,31,27,0,14,12,18,20,21
10703,California,San Luis Obispo County,35.318164,-120.826607,670,126,8,14,0,14,0,14,8,12,0,14,15,18,8,12,0,14,0,14,9,14,0,14,0,14,0,14,0,14,0,14,0,14,70,50,125,89,78,57,152,78,182,86,15,25,0,14,0,14,11,17
10707,California,San Luis Obispo County,35.311183,-120.842159,517,304,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,11,18,236,274,171,127,38,38,0,19,61,68,114,122
10902,California,San Luis Obispo County,40.539226,-124.031761,1460,189,0,14,0,14,0,14,0,14,0,14,0,14,0,14,13,20,0,14,0,14,0,14,0,14,0,14,0,14,0,14,53,62,42,40,119,73,73,69,497,155,391,140,14,23,12,20,246,107,0,14
10903,California,San Luis Obispo County,34.261644,-117.210405,1059,157,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8,12,13,21,76,50,32,33,169,96,297,84,300,97,90,59,0,19,39,38,35,26,16,24
10904,California,San Luis Obispo County,34.24953,-117.228163,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
11001,California,San Luis Obispo County,32.850037,-115.559533,1056,196,0,14,0,14,0,14,11,18,10,17,81,70,0,14,12,20,0,14,0,14,0,14,31,51,0,14,0,14,0,14,41,60,0,14,90,58,36,42,393,139,288,174,0,14,38,48,25,27,14,22
11002,California,San Luis Obispo County,32.843144,-115.583146,884,197,24,38,0,14,0,14,0,14,10,15,28,33,0,14,0,14,10,18,0,14,0,14,9,14,0,14,0,14,0,14,12,17,0,14,132,115,81,80,165,86,345,171,49,39,9,16,10,16,36,53
11101,California,San Luis Obispo County,36.35294,-121.41568,1770,213,0,14,0,14,26,40,0,14,0,14,100,90,0,14,0,14,0,14,0,14,28,32,0,14,12,21,0,14,71,87,38,47,78,97,174,134,391,141,250,104,395,118,74,51,12,21,121,113,5,10
11103,California,San Luis Obispo County,36.422643,-121.317292,605,134,0,14,0,14,0,14,10,14,7,12,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,28,31,8,12,54,45,72,57,241,104,104,51,14,16,35,35,32,54,87,91
11104,California,San Luis Obispo County,36.436167,-121.329906,569,118,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,15,26,0,14,12,19,0,14,21,36,0,14,0,14,0,14,0,14,130,84,77,71,93,49,21,26,77,46,87,66,36,30,0,14
11105,California,San Luis Obispo County,36.43385,-121.320578,1097,238,0,14,0,14,0,14,0,14,15,24,0,14,0,14,0,14,0,14,7,12,0,14,0,14,8,14,0,14,0,14,49,55,43,51,155,104,151,111,157,91,240,93,127,98,10,15,135,81,16,19
11201,California,San Luis Obispo County,32.818574,-115.5698,1102,164,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,22,40,0,14,163,94,143,118,327,156,198,88,0,14,59,58,190,101,0,14
11202,California,San Luis Obispo County,32.801155,-115.574167,838,196,9,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,230,133,175,85,87,84,76,93,107,108,154,134,0,14
11300,California,San Luis Obispo County,39.129319,-123.213637,1137,271,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,73,56,0,19,0,19,0,19,45,65,47,50,44,42,145,82,297,227,267,136,91,81,128,137,34,38
11400,California,San Luis Obispo County,32.789899,-115.544262,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
11501,California,San Luis Obispo County,40.123553,-123.848056,218,92,0,14,0,14,4,8,0,14,0,14,0,14,0,14,12,13,0,14,0,14,0,14,0,14,4,7,2,3,3,6,0,14,7,11,61,49,43,61,8,14,9,10,13,17,13,13,39,47,0,14
11505,California,San Luis Obispo County,35.256201,-120.635625,600,157,0,14,0,14,13,21,0,14,0,14,4,7,9,14,0,14,6,10,0,14,0,14,0,14,9,14,4,7,0,14,0,14,0,14,25,21,48,40,97,69,203,134,62,47,58,47,62,49,33,22
11600,California,San Luis Obispo County,40.16946,-123.770104,236,117,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,40,40,0,14,0,14,0,14,0,14,19,23,6,10,45,72,0,14,66,59,11,17,38,46,11,16,112,122
11704,California,San Luis Obispo County,35.157429,-120.674492,893,202,0,14,0,14,0,14,0,14,10,16,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,22,25,62,55,97,71,189,101,180,141,227,95,78,52,28,31,9,14
11705,California,San Luis Obispo County,35.134879,-120.621586,95,53,0,14,0,14,0,14,0,14,0,14,0,14,13,21,0,14,0,14,0,14,0,14,0,14,6,9,0,14,0,14,7,11,0,14,0,14,0,14,0,14,8,12,18,22,43,42,0,14,0,14
11706,California,San Luis Obispo County,35.146234,-120.636322,351,144,0,14,0,14,0,14,0,14,0,14,0,14,0,14,14,24,0,14,0,14,0,14,0,14,0,14,0,14,9,16,0,14,0,14,2,20,91,97,59,61,25,30,44,35,12,21,95,117,7,14
11800,California,San Luis Obispo County,38.973013,-123.131547,735,272,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,22,16,27,30,35,161,108,221,138,124,128,0,19,170,153,51,65
11901,California,San Luis Obispo County,32.693516,-115.502619,186,93,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,12,19,85,66,58,62,21,24,0,14,10,16,0,14
11903,California,San Luis Obispo County,32.690345,-115.463707,543,226,0,14,0,14,0,14,0,14,8,14,0,14,0,14,88,137,0,14,0,14,0,14,0,14,0,14,0,14,5,9,16,25,6,10,14,16,139,87,89,60,72,77,0,14,0,14,106,162,32,37
11904,California,San Luis Obispo County,35.112973,-120.600156,1448,330,0,19,0,19,0,19,19,31,17,28,0,19,0,19,19,29,34,43,0,19,0,19,32,41,0,19,0,19,0,19,17,24,18,28,249,221,345,176,316,132,291,172,91,93,0,19,0,19,0,19
12001,California,San Luis Obispo County,32.668786,-115.486839,158,75,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,11,18,16,34,34,43,90,49,0,14,7,12,0,14,0,14
12002,California,San Luis Obispo County,34.880501,-116.995864,908,198,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,13,0,14,6,10,0,14,52,82,0,14,0,14,0,14,53,64,85,80,586,166,90,54,29,48,0,14,0,14,41,48
12102,California,San Luis Obispo County,32.681475,-115.497615,1089,313,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,21,34,0,19,0,19,0,19,0,19,0,19,0,19,0,19,30,29,112,98,530,219,279,251,96,71,21,26,0,19,22,33
12201,California,San Luis Obispo County,32.680458,-115.512106,735,360,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,62,58,0,14,0,14,0,14,11,17,207,313,122,58,76,56,143,98,98,69,0,14,16,28,0,14,0,14
12202,California,San Luis Obispo County,32.675427,-115.517808,383,128,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,60,58,0,14,0,14,0,14,16,26,13,24,0,14,0,14,0,14,66,76,68,61,95,72,54,64,11,18,0,14,0,14,70,82
12302,California,San Luis Obispo County,33.341117,-115.98432,481,201,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,55,85,0,19,33,37,81,97,165,158,107,113,28,35,12,22,0,19,54,48
12305,California,San Luis Obispo County,35.068324,-120.560769,463,241,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,47,71,0,19,0,19,0,19,0,19,0,19,0,19,0,19,65,99,39,45,191,202,15,27,35,45,71,87,0,19,0,19
12306,California,San Luis Obispo County,35.034204,-120.545345,545,266,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,18,32,19,32,46,41,318,282,90,74,13,21,41,54,16,25
12403,California,San Luis Obispo County,37.7828,-122.41658,383,182,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,11,17,0,14,16,28,39,45,65,72,74,74,178,161,0,14,0,14,17,24
12404,California,San Luis Obispo County,37.783207,-122.414979,651,213,0,19,13,20,0,19,23,39,0,19,0,19,0,19,0,19,0,19,0,19,57,75,0,19,0,19,0,19,0,19,0,19,0,19,94,85,85,110,263,130,75,77,24,31,0,19,17,31,46,69
12405,California,San Luis Obispo County,37.778317,-122.417492,247,139,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,13,21,0,14,156,116,56,53,0,14,0,14,22,24,26,32
12406,California,San Luis Obispo County,37.783157,-122.419198,320,184,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,10,0,14,0,14,0,14,0,14,35,52,124,106,28,34,69,72,42,49,0,14,17,29,0,14
12502,California,San Luis Obispo County,32.641685,-117.097154,1089,195,7,12,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,28,46,6,10,19,32,16,20,109,74,256,161,399,135,211,115,31,46,7,11,0,19,0,19
12503,California,San Luis Obispo County,36.609763,-121.913395,1482,283,51,83,31,43,0,19,0,19,106,101,25,29,8,14,0,19,13,20,0,19,0,19,0,19,0,19,0,19,6,12,0,19,0,19,91,92,115,119,747,284,167,120,108,88,14,22,0,19,52,86
12505,California,San Luis Obispo County,35.509143,-120.682367,488,147,13,23,0,14,0,14,21,33,0,14,0,14,11,16,0,14,0,14,9,15,19,22,0,14,0,14,0,14,0,14,53,44,8,11,43,49,35,34,122,99,70,50,84,80,0,14,0,14,155,143
12601,California,San Luis Obispo County,36.601034,-121.917445,662,173,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,15,26,0,19,0,19,0,19,0,19,100,98,92,75,37,35,195,122,100,89,76,88,0,19,47,70,23,26
12602,California,San Luis Obispo County,37.804527,-122.436412,53,40,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,13,16,11,20,22,30,0,14,7,10,0,14,0,14
12705,California,San Luis Obispo County,35.421924,-120.610532,579,349,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,189,292,0,19,13,22,58,97,0,19,0,19,14,24,59,71,13,21,148,171,71,66,14,23,0,19,0,19,45,52
12706,California,San Luis Obispo County,35.497114,-120.71582,187,116,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,17,27,0,14,0,14,107,102,44,37,11,17,8,14,0,14,15,23
12707,California,San Luis Obispo County,35.558331,-120.719352,473,175,18,31,0,14,0,14,0,14,0,14,0,14,0,14,23,38,0,14,0,14,43,60,0,14,0,14,0,14,0,14,0,14,0,14,59,58,22,35,64,76,22,26,163,156,59,56,0,14,0,14
12708,California,San Luis Obispo County,35.324563,-120.217338,31,38,0,14,0,14,0,14,18,29,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,13,23,0,14,103,114
13000,California,San Luis Obispo County,36.592714,-121.883363,232,113,0,14,0,14,0,14,44,48,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,31,51,0,14,0,14,0,14,10,16,55,82,0,14,46,36,24,35,10,16,0,14,12,19,82,94
13100,California,San Luis Obispo County,36.582026,-121.879242,564,230,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,11,18,59,79,0,19,26,42,106,92,180,111,69,69,113,118,0,19,0,19,18,28
990000,California,San Luis Obispo County,37.683706,-122.228748,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
10100,North Dakota,Grand Forks County,46.809892,-100.787779,1203,208,28,32,0,10,0,10,0,10,8,13,0,10,62,69,0,10,50,50,0,10,232,187,63,75,60,59,112,63,6,9,134,88,115,71,178,96,107,59,10,16,38,43,0,10,0,10,0,10,0,10
10200,North Dakota,Grand Forks County,46.811685,-100.765097,704,145,0,10,0,10,0,10,0,10,10,19,0,10,0,10,0,10,49,56,13,18,67,62,14,23,26,32,59,61,64,68,67,67,29,29,54,57,90,58,100,62,33,38,29,27,0,10,0,10,0,10
10301,North Dakota,Grand Forks County,47.924231,-97.072571,205,62,18,29,0,10,0,10,0,10,0,10,0,10,1,3,5,10,6,10,0,10,5,7,0,10,0,10,11,13,0,10,12,13,0,10,11,11,98,53,38,30,0,10,0,10,0,10,0,10,6,9
10302,North Dakota,Grand Forks County,47.923351,-97.080902,390,100,0,10,0,10,0,10,0,10,0,10,8,13,0,10,0,10,6,10,0,10,3,4,0,10,0,10,90,40,71,39,169,87,14,13,22,23,6,15,0,10,0,10,1,2,0,10,0,10,15,24
10400,North Dakota,Grand Forks County,46.825115,-100.786127,1786,269,0,15,38,47,50,61,0,15,13,20,0,15,0,15,19,32,15,24,0,15,58,56,0,15,49,48,287,155,88,66,255,145,193,118,354,199,160,117,207,140,0,15,0,15,0,15,0,15,0,15
10600,North Dakota,Grand Forks County,46.793353,-100.804991,501,115,26,28,0,10,0,10,20,22,0,10,0,10,9,15,37,37,30,32,19,24,15,22,69,58,38,33,23,26,28,28,76,49,58,49,18,18,23,25,12,18,0,10,0,10,0,10,0,10,23,22
10700,North Dakota,Grand Forks County,46.789389,-100.787604,439,172,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,4,7,0,10,147,150,58,34,61,48,8,12,27,19,27,25,18,15,79,81,10,15,0,10,0,10,0,10,0,10,0,10,0,10
10801,North Dakota,Grand Forks County,47.911115,-97.072772,1515,230,65,54,0,15,0,15,0,15,0,15,62,78,0,15,0,15,8,15,119,122,61,64,213,142,283,127,43,40,17,28,19,22,18,23,152,86,372,161,73,56,10,16,0,15,0,15,0,15,0,15
10804,North Dakota,Grand Forks County,47.897235,-97.078048,1820,192,0,10,0,10,0,10,14,25,0,10,0,10,0,10,0,10,0,10,0,10,146,115,49,61,35,54,126,79,57,56,373,203,21,36,688,219,57,56,70,67,48,52,0,10,0,10,136,138,0,10
10805,North Dakota,Grand Forks County,47.895414,-97.06064,680,163,20,31,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,9,16,51,79,37,39,71,82,38,44,199,86,112,91,143,98,0,10,0,10,0,10,0,10,0,10,0,10,0,10
10806,North Dakota,Grand Forks County,47.896731,-97.051848,1161,240,0,10,22,36,23,38,0,10,41,45,0,10,0,10,0,10,103,89,36,44,79,67,64,49,263,135,146,129,133,92,57,45,117,72,65,62,12,18,0,10,0,10,0,10,0,10,0,10,39,46
10900,North Dakota,Grand Forks County,46.814535,-100.744651,78,39,0,10,0,10,0,10,0,10,0,10,0,10,0,10,13,15,0,10,0,10,0,10,0,10,0,10,4,8,5,8,3,6,24,19,20,32,0,10,4,7,0,10,5,8,0,10,0,10,14,16
11000,North Dakota,Grand Forks County,47.910499,-97.03987,195,76,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,30,20,12,18,49,66,2,4,24,25,41,35,37,35,0,10,0,10,0,10,0,10,7,9
11100,North Dakota,Grand Forks County,47.878055,-97.03136,200,96,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,33,50,0,15,0,15,132,77,23,28,12,20,0,15,0,15,0,15,0,15
11201,North Dakota,Grand Forks County,47.89488,-97.040167,705,166,0,10,0,10,0,10,9,16,16,25,31,35,0,10,0,10,19,32,113,101,40,40,71,55,79,62,18,27,42,50,45,62,65,56,47,58,23,39,87,110,0,10,0,10,0,10,0,10,26,39
11202,North Dakota,Grand Forks County,47.878979,-97.053111,1575,249,0,15,0,15,0,15,0,15,1,3,0,15,0,15,60,58,0,15,44,67,17,27,22,36,54,49,61,63,19,30,323,161,132,110,286,150,209,117,237,130,110,67,0,15,0,15,0,15,16,27
11400,North Dakota,Grand Forks County,46.809736,-100.527509,60,24,0,10,3,4,0,10,0,10,0,10,15,15,0,10,1,2,7,5,0,10,2,2,0,10,0,10,8,7,0,10,16,15,2,4,0,10,6,7,0,10,0,10,0,10,0,10,0,10,14,13
11701,North Dakota,Grand Forks County,47.932726,-97.174199,77,46,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,19,24,8,13,16,14,5,6,5,8,0,10,0,10,0,10,0,10,22,34,2,4,0,10,0,10,0,10,0,10,0,10,0,10
11702,North Dakota,Grand Forks County,47.815832,-97.09633,606,138,0,15,3,4,0,15,7,10,0,15,0,15,3,6,0,15,10,16,4,6,11,10,8,10,0,15,2,3,0,15,8,9,30,44,133,85,208,107,127,70,33,53,19,27,0,15,0,15,24,17
11800,North Dakota,Grand Forks County,47.744843,-97.568885,86,35,0,10,0,10,0,10,0,10,14,15,0,10,0,10,0,10,2,4,17,17,0,10,12,19,12,17,4,7,2,3,0,10,15,19,2,4,6,9,0,10,0,10,0,10,0,10,0,10,23,23
